Product_Launch_Id,Product_Category,Weeks_Since_Launch,Stores_Selling,Units_that_sold_that_week,Distinct_Customers_Buying_At_Least_Once_Cumulative,Distinct_Customers_Buying_More_Than_Once_Cumulative,Cumulative_Units_Sold_To_Convenience_At_Home_Customers,Cumulative_Units_Sold_To_Family_Focussed_Customers,Cumulative_Units_Sold_To_Finest_Customers,Cumulative_Units_Sold_To_Grab_and_Go_Customers,Cumulative_Units_Sold_To_Shoppers_On_A_Budget,Cumulative_Units_Sold_To_Traditional_Homes_Customers,Cumulative_Units_Sold_To_Watching_The_Waistline_Customers,Cumulative_Units_Sold_To_Least_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Price_Sensitive_Customers,Cumulative_Units_Sold_To_Splurge_And_Save_Customers,Cumulative_Units_Sold_To_Very_Price_Sensitive_Customers
5728,Frzn Ss Premium Meals,9,192,249,4061,325,1013,169,613,1273,912,627,367,930,2100,555,1259
5728,Frzn Ss Premium Meals,10,196,251,4240,361,1054,170,637,1337,949,665,398,1010,2185,592,1283
5728,Frzn Ss Premium Meals,11,210,262,4432,395,1089,173,671,1424,974,706,420,1101,2275,619,1318
5728,Frzn Ss Premium Meals,12,211,261,4623,422,1134,182,694,1496,1015,733,450,1179,2377,656,1347
5728,Frzn Ss Premium Meals,13,179,222,4784,433,1175,186,712,1559,1047,761,467,1274,2442,681,1361
5728,Frzn Ss Premium Meals,14,163,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,15,161,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,16,140,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,17,155,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,18,168,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,19,155,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,20,148,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,21,90,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,22,129,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,23,144,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,24,111,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,25,86,,,,,,,,,,,,,,
5728,Frzn Ss Premium Meals,26,102,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
5729,Frzn Ss Premium Meals,2,3,4,4,0,0,0,0,0,0,0,3,1,0,2,0
5729,Frzn Ss Premium Meals,3,22,23,26,0,3,1,5,4,3,3,6,5,8,5,7
5729,Frzn Ss Premium Meals,4,146,179,186,4,31,6,36,46,31,17,22,61,58,37,31
5729,Frzn Ss Premium Meals,5,827,1419,1363,43,297,57,224,325,309,205,97,298,645,191,349
5729,Frzn Ss Premium Meals,6,1126,2840,3233,156,915,174,629,771,774,599,263,621,1778,516,1096
5729,Frzn Ss Premium Meals,7,1139,2717,5027,379,1488,268,971,1272,1194,1004,426,1023,2821,808,1804
5729,Frzn Ss Premium Meals,8,870,1666,6078,565,1773,324,1218,1625,1458,1214,549,1314,3482,989,2173
5729,Frzn Ss Premium Meals,9,535,836,6607,670,1911,343,1309,1836,1595,1314,622,1494,3818,1079,2316
5729,Frzn Ss Premium Meals,10,329,469,6902,733,1998,359,1361,1974,1649,1353,664,1659,3964,1138,2367
5729,Frzn Ss Premium Meals,11,324,427,7172,794,2067,369,1402,2065,1697,1432,715,1771,4135,1195,2406
5729,Frzn Ss Premium Meals,12,332,455,7462,850,2132,383,1444,2181,1755,1496,769,1914,4284,1263,2445
5729,Frzn Ss Premium Meals,13,332,444,7733,914,2198,396,1493,2307,1802,1549,819,2065,4445,1310,2485
5729,Frzn Ss Premium Meals,14,294,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,15,305,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,16,282,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,17,261,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,18,236,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,19,242,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,20,254,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,21,227,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,22,166,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,23,223,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,24,200,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,25,191,,,,,,,,,,,,,,
5729,Frzn Ss Premium Meals,26,131,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
5730,Frzn Ss Premium Meals,2,26,29,29,0,2,0,6,9,4,5,2,7,8,5,8
5730,Frzn Ss Premium Meals,3,138,151,171,2,30,3,20,51,25,23,18,65,54,24,23
5730,Frzn Ss Premium Meals,4,833,1496,1406,31,322,59,190,387,280,202,130,318,644,203,366
5730,Frzn Ss Premium Meals,5,1145,2462,3207,166,842,125,492,890,710,495,302,633,1634,464,1023
5730,Frzn Ss Premium Meals,6,1264,3003,5226,394,1443,229,864,1465,1232,913,495,1054,2796,790,1838
5730,Frzn Ss Premium Meals,7,960,1793,6334,600,1777,278,1076,1867,1500,1173,629,1333,3524,970,2264
5730,Frzn Ss Premium Meals,8,580,911,6918,701,1933,304,1182,2064,1647,1303,704,1527,3903,1058,2412
5730,Frzn Ss Premium Meals,9,383,549,7243,779,2018,314,1231,2207,1712,1382,765,1677,4083,1146,2474
5730,Frzn Ss Premium Meals,10,340,474,7517,847,2100,319,1284,2325,1772,1449,813,1804,4264,1211,2528
5730,Frzn Ss Premium Meals,11,343,460,7813,910,2179,332,1322,2452,1823,1520,861,1963,4412,1266,2576
5730,Frzn Ss Premium Meals,12,365,485,8116,974,2247,348,1362,2598,1884,1571,921,2124,4575,1331,2619
5730,Frzn Ss Premium Meals,13,283,362,8337,1021,2295,362,1386,2714,1930,1610,963,2273,4668,1382,2646
5730,Frzn Ss Premium Meals,14,314,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,15,305,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,16,287,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,17,282,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,18,260,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,19,266,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,20,251,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,21,139,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,22,234,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,23,240,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,24,208,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,25,124,,,,,,,,,,,,,,
5730,Frzn Ss Premium Meals,26,137,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,1,2,3,2,0,0,0,0,0,0,3,0,0,0,0,3
5731,Frzn Ss Premium Meals,2,3,4,6,0,0,1,0,2,0,3,1,2,0,2,3
5731,Frzn Ss Premium Meals,3,15,17,23,0,3,3,0,4,1,5,7,8,3,7,5
5731,Frzn Ss Premium Meals,4,100,148,148,1,21,5,19,37,22,35,22,34,67,17,35
5731,Frzn Ss Premium Meals,5,163,230,343,5,55,8,42,97,49,63,51,86,127,68,72
5731,Frzn Ss Premium Meals,6,227,311,598,15,108,16,58,188,79,102,96,202,218,109,97
5731,Frzn Ss Premium Meals,7,318,406,939,38,168,23,87,295,114,163,165,334,343,181,132
5731,Frzn Ss Premium Meals,8,384,542,1346,75,245,35,121,440,164,230,272,531,518,248,180
5731,Frzn Ss Premium Meals,9,889,1698,2613,164,562,78,243,853,402,427,479,827,1185,419,562
5731,Frzn Ss Premium Meals,10,985,1970,4062,294,938,148,383,1304,671,673,698,1111,2008,624,986
5731,Frzn Ss Premium Meals,11,595,942,4713,380,1119,173,449,1545,779,775,831,1285,2364,741,1163
5731,Frzn Ss Premium Meals,12,347,467,5017,449,1193,181,482,1649,837,829,921,1409,2534,799,1224
5731,Frzn Ss Premium Meals,13,369,491,5335,513,1271,194,513,1794,879,880,1004,1527,2728,881,1266
5731,Frzn Ss Premium Meals,14,352,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,15,307,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,16,667,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,17,491,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,18,327,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,19,292,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,20,264,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,21,300,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,22,316,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,23,294,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,24,257,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,25,262,,,,,,,,,,,,,,
5731,Frzn Ss Premium Meals,26,271,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,1,2,3,3,0,0,0,0,1,0,1,1,0,1,2,0
5732,Frzn Ss Premium Meals,2,22,31,25,1,6,0,5,13,3,3,4,12,6,9,3
5732,Frzn Ss Premium Meals,3,159,214,201,4,38,7,29,78,36,22,33,70,76,54,37
5732,Frzn Ss Premium Meals,4,365,543,631,23,118,18,89,268,98,88,91,220,275,138,118
5732,Frzn Ss Premium Meals,5,480,692,1150,72,222,32,145,513,167,182,176,434,510,256,200
5732,Frzn Ss Premium Meals,6,550,834,1733,168,353,52,244,779,261,271,291,730,817,361,298
5732,Frzn Ss Premium Meals,7,593,919,2311,281,506,76,333,1075,374,372,405,1013,1176,485,400
5732,Frzn Ss Premium Meals,8,538,838,2810,396,627,110,421,1320,479,481,502,1251,1484,611,501
5732,Frzn Ss Premium Meals,9,1009,2203,4233,577,1008,179,718,1927,801,768,654,1651,2343,877,1042
5732,Frzn Ss Premium Meals,10,1100,2457,5733,825,1440,246,1028,2551,1163,1128,850,2108,3340,1148,1623
5732,Frzn Ss Premium Meals,11,709,1258,6447,993,1615,279,1181,2907,1340,1307,986,2394,3821,1301,1882
5732,Frzn Ss Premium Meals,12,538,848,6885,1129,1762,315,1263,3167,1448,1398,1072,2648,4137,1408,1994
5732,Frzn Ss Premium Meals,13,591,903,7351,1244,1891,353,1363,3407,1548,1534,1194,2930,4433,1537,2131
5732,Frzn Ss Premium Meals,14,490,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,15,432,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,16,895,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,17,991,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,18,658,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,19,435,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,20,522,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,21,609,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,22,508,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,23,411,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,24,547,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,25,537,,,,,,,,,,,,,,
5732,Frzn Ss Premium Meals,26,446,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,1,3,3,3,0,0,0,1,0,0,1,0,0,2,0,0
5733,Frzn Ss Premium Meals,2,15,28,24,2,6,0,2,8,2,2,5,5,10,8,2
5733,Frzn Ss Premium Meals,3,66,81,96,3,18,1,13,35,7,18,11,28,40,20,10
5733,Frzn Ss Premium Meals,4,208,277,326,8,90,4,30,107,47,39,42,97,132,64,54
5733,Frzn Ss Premium Meals,5,321,409,666,29,152,23,69,221,95,79,81,214,267,126,93
5733,Frzn Ss Premium Meals,6,374,460,1051,65,212,42,119,337,161,124,136,341,428,185,146
5733,Frzn Ss Premium Meals,7,363,463,1402,115,286,56,161,467,199,177,198,487,585,232,197
5733,Frzn Ss Premium Meals,8,508,669,1922,171,379,74,235,637,291,252,273,643,840,302,308
5733,Frzn Ss Premium Meals,9,554,730,2465,250,485,96,314,811,396,344,345,784,1115,398,430
5733,Frzn Ss Premium Meals,10,373,474,2791,310,547,108,366,941,442,407,403,909,1288,452,491
5733,Frzn Ss Premium Meals,11,322,393,3041,370,616,115,393,1049,499,454,445,1034,1412,499,541
5733,Frzn Ss Premium Meals,12,293,370,3264,424,672,127,426,1142,556,506,478,1162,1536,539,578
5733,Frzn Ss Premium Meals,13,307,381,3501,481,730,135,459,1237,620,545,518,1282,1652,598,613
5733,Frzn Ss Premium Meals,14,281,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,15,338,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,16,252,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,17,211,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,18,200,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,19,161,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,20,215,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,21,206,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,22,193,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,23,225,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,24,179,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,25,230,,,,,,,,,,,,,,
5733,Frzn Ss Premium Meals,26,193,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
5734,Frzn Ss Premium Meals,2,2,3,3,0,1,0,0,2,0,0,1,2,1,0,1
5734,Frzn Ss Premium Meals,3,18,24,23,1,5,0,1,9,4,2,5,11,8,1,7
5734,Frzn Ss Premium Meals,4,117,178,153,5,27,5,25,76,24,33,11,65,81,27,24
5734,Frzn Ss Premium Meals,5,342,571,541,24,94,14,84,274,117,106,60,252,289,110,81
5734,Frzn Ss Premium Meals,6,540,994,1168,93,221,22,217,634,256,231,128,570,630,285,194
5734,Frzn Ss Premium Meals,7,593,1101,1837,181,364,48,330,1002,436,372,238,951,978,482,325
5734,Frzn Ss Premium Meals,8,619,1210,2472,328,510,75,487,1373,631,531,346,1393,1371,645,471
5734,Frzn Ss Premium Meals,9,571,1083,3006,440,632,104,631,1702,794,684,427,1743,1723,821,596
5734,Frzn Ss Premium Meals,10,1037,2620,4386,635,1039,169,1046,2347,1252,1046,582,2218,2731,1170,1183
5734,Frzn Ss Premium Meals,11,1236,3464,6202,903,1629,241,1536,3243,1844,1496,808,2877,4144,1579,1947
5734,Frzn Ss Premium Meals,12,830,1820,7022,1113,1906,294,1733,3770,2137,1751,959,3343,4812,1864,2240
5734,Frzn Ss Premium Meals,13,657,1349,7547,1307,2081,307,1925,4164,2333,1944,1091,3793,5284,2056,2387
5734,Frzn Ss Premium Meals,14,646,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,15,571,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,16,489,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,17,1051,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,18,1129,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,19,779,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,20,538,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,21,658,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,22,710,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,23,611,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,24,473,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,25,604,,,,,,,,,,,,,,
5734,Frzn Ss Premium Meals,26,599,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
5735,Frzn Ss Premium Meals,2,1,1,2,0,0,0,1,0,0,0,1,1,1,0,0
5735,Frzn Ss Premium Meals,3,10,10,12,0,3,0,4,2,1,0,2,2,7,2,1
5735,Frzn Ss Premium Meals,4,80,111,108,0,24,3,16,36,7,11,11,30,35,16,22
5735,Frzn Ss Premium Meals,5,148,189,276,3,56,13,32,92,32,28,29,83,90,38,62
5735,Frzn Ss Premium Meals,6,260,321,571,11,114,20,51,194,64,64,59,171,202,90,92
5735,Frzn Ss Premium Meals,7,292,375,892,27,172,35,83,303,98,105,91,265,333,134,142
5735,Frzn Ss Premium Meals,8,295,381,1198,66,238,49,119,411,135,143,136,368,464,176,202
5735,Frzn Ss Premium Meals,9,409,528,1637,95,315,65,163,557,211,191,206,485,663,236,291
5735,Frzn Ss Premium Meals,10,393,537,2060,140,408,80,207,705,294,245,266,607,875,309,372
5735,Frzn Ss Premium Meals,11,290,345,2343,167,470,81,238,802,328,290,306,689,994,354,428
5735,Frzn Ss Premium Meals,12,237,277,2559,198,508,85,255,886,361,327,341,771,1071,390,474
5735,Frzn Ss Premium Meals,13,227,289,2758,239,553,95,277,970,403,355,375,846,1168,444,508
5735,Frzn Ss Premium Meals,14,241,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,15,212,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,16,266,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,17,191,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,18,155,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,19,159,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,20,149,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,21,149,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,22,165,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,23,158,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,24,152,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,25,160,,,,,,,,,,,,,,
5735,Frzn Ss Premium Meals,26,178,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,1,3,3,3,0,1,0,0,1,0,0,1,2,1,0,0
5736,Frzn Ss Premium Meals,2,13,17,18,0,4,1,1,8,1,3,2,11,4,3,2
5736,Frzn Ss Premium Meals,3,102,142,127,7,26,4,13,43,23,31,15,58,58,16,22
5736,Frzn Ss Premium Meals,4,270,386,441,17,83,9,55,165,63,82,69,209,199,55,56
5736,Frzn Ss Premium Meals,5,470,698,996,53,168,20,139,354,156,197,167,442,462,151,125
5736,Frzn Ss Premium Meals,6,534,810,1587,125,271,43,221,581,268,323,275,736,732,274,201
5736,Frzn Ss Premium Meals,7,597,942,2209,228,403,62,343,858,380,451,392,1060,1071,404,295
5736,Frzn Ss Premium Meals,8,562,897,2752,351,514,76,458,1125,476,591,506,1386,1375,526,383
5736,Frzn Ss Premium Meals,9,1040,2172,4196,510,846,118,776,1592,847,959,671,1809,2226,743,894
5736,Frzn Ss Premium Meals,10,1208,2869,5955,765,1310,173,1236,2237,1333,1381,903,2381,3393,1043,1556
5736,Frzn Ss Premium Meals,11,814,1490,6774,957,1548,221,1449,2583,1567,1582,1054,2753,3965,1206,1823
5736,Frzn Ss Premium Meals,12,676,1110,7363,1129,1715,241,1593,2855,1725,1739,1197,3136,4329,1372,1960
5736,Frzn Ss Premium Meals,13,636,1060,7880,1284,1893,262,1723,3107,1873,1885,1328,3465,4735,1498,2082
5736,Frzn Ss Premium Meals,14,637,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,15,537,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,16,1067,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,17,1146,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,18,773,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,19,548,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,20,672,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,21,775,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,22,643,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,23,566,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,24,627,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,25,656,,,,,,,,,,,,,,
5736,Frzn Ss Premium Meals,26,558,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,1,14,17,16,0,4,0,2,4,1,2,4,4,7,5,1
5738,Frzn Ss Premium Meals,2,79,103,106,3,19,8,15,36,11,13,8,28,42,22,10
5738,Frzn Ss Premium Meals,3,176,227,294,10,59,18,37,109,39,34,23,97,118,53,41
5738,Frzn Ss Premium Meals,4,248,322,562,26,109,25,69,208,69,75,61,198,231,99,73
5738,Frzn Ss Premium Meals,5,325,422,904,56,179,37,99,339,114,111,118,326,373,152,122
5738,Frzn Ss Premium Meals,6,311,402,1204,96,245,56,139,463,155,148,156,450,507,195,181
5738,Frzn Ss Premium Meals,7,432,575,1622,139,309,73,211,601,229,213,227,594,681,259,291
5738,Frzn Ss Premium Meals,8,425,588,2025,203,394,88,270,767,302,293,285,723,899,329,405
5738,Frzn Ss Premium Meals,9,331,430,2311,264,440,98,322,890,349,345,332,829,1054,380,464
5738,Frzn Ss Premium Meals,10,252,310,2513,299,482,106,350,977,392,379,366,906,1157,426,506
5738,Frzn Ss Premium Meals,11,209,252,2667,335,524,112,364,1047,422,410,404,978,1257,455,533
5738,Frzn Ss Premium Meals,12,235,301,2847,371,571,125,383,1128,463,453,433,1062,1348,504,578
5738,Frzn Ss Premium Meals,13,224,276,3020,404,611,132,399,1212,488,478,470,1132,1435,539,607
5738,Frzn Ss Premium Meals,14,266,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,15,203,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,16,157,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,17,165,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,18,135,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,19,151,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,20,181,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,21,162,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,22,192,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,23,180,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,24,164,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,25,167,,,,,,,,,,,,,,
5738,Frzn Ss Premium Meals,26,167,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,1,3,3,3,0,1,0,0,0,0,1,0,0,1,0,0
5739,Frzn Ss Premium Meals,2,21,24,23,1,3,1,1,6,4,4,2,6,9,5,1
5739,Frzn Ss Premium Meals,3,119,141,150,4,31,6,11,52,15,14,24,59,59,25,6
5739,Frzn Ss Premium Meals,4,856,1493,1411,28,317,58,170,373,296,191,156,307,646,189,375
5739,Frzn Ss Premium Meals,5,1125,2419,3165,145,824,135,464,869,686,490,328,604,1626,421,1024
5739,Frzn Ss Premium Meals,6,1210,2919,5052,380,1415,249,824,1484,1148,898,523,961,2806,735,1862
5739,Frzn Ss Premium Meals,7,900,1672,6109,557,1712,305,1010,1867,1413,1136,662,1244,3452,887,2311
5739,Frzn Ss Premium Meals,8,532,819,6619,655,1836,323,1086,2102,1542,1227,751,1424,3791,986,2439
5739,Frzn Ss Premium Meals,9,300,413,6868,719,1910,328,1129,2237,1589,1264,797,1556,3942,1047,2473
5739,Frzn Ss Premium Meals,10,302,420,7134,773,1975,333,1155,2351,1646,1332,849,1678,4094,1116,2512
5739,Frzn Ss Premium Meals,11,311,420,7395,832,2041,343,1191,2474,1696,1383,896,1826,4227,1173,2551
5739,Frzn Ss Premium Meals,12,322,426,7656,888,2110,358,1224,2594,1758,1429,955,1967,4375,1237,2598
5739,Frzn Ss Premium Meals,13,300,382,7885,942,2170,368,1250,2699,1824,1475,998,2097,4500,1292,2633
5739,Frzn Ss Premium Meals,14,273,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,15,257,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,16,261,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,17,263,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,18,240,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,19,232,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,20,227,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,21,140,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,22,198,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,23,233,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,24,180,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,25,143,,,,,,,,,,,,,,
5739,Frzn Ss Premium Meals,26,146,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
5740,Frzn Ss Premium Meals,2,6,7,8,0,1,1,2,2,2,0,0,2,4,1,1
5740,Frzn Ss Premium Meals,3,29,32,37,0,5,1,7,8,7,6,1,9,19,3,4
5740,Frzn Ss Premium Meals,4,44,58,86,2,21,5,10,21,10,9,9,29,36,6,14
5740,Frzn Ss Premium Meals,5,46,72,147,7,33,7,22,28,19,16,21,51,54,19,20
5740,Frzn Ss Premium Meals,6,65,82,210,18,49,9,28,41,30,29,31,63,83,32,36
5740,Frzn Ss Premium Meals,7,95,146,311,34,60,16,52,64,50,51,50,86,128,51,73
5740,Frzn Ss Premium Meals,8,84,120,384,54,80,23,60,84,75,59,68,100,168,75,95
5740,Frzn Ss Premium Meals,9,61,74,426,64,91,26,69,97,86,72,75,115,197,83,108
5740,Frzn Ss Premium Meals,10,61,75,474,71,97,31,77,108,99,81,94,135,226,92,119
5740,Frzn Ss Premium Meals,11,55,69,507,81,106,34,81,123,104,91,105,151,247,101,129
5740,Frzn Ss Premium Meals,12,41,53,540,83,114,34,85,140,108,96,116,164,263,113,135
5740,Frzn Ss Premium Meals,13,43,50,570,89,122,34,87,149,119,102,124,172,276,124,146
5740,Frzn Ss Premium Meals,14,54,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,15,40,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,16,36,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,17,35,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,18,30,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,19,44,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,20,42,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,21,41,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,22,36,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,23,39,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,24,72,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,25,142,,,,,,,,,,,,,,
5740,Frzn Ss Premium Meals,26,202,,,,,,,,,,,,,,
5742,Frzn Ss Premium Meals,1,2,3,2,0,2,0,0,1,0,0,0,0,0,3,0
5742,Frzn Ss Premium Meals,2,24,37,34,0,10,0,2,19,3,1,5,15,12,8,5
5742,Frzn Ss Premium Meals,3,174,270,253,2,48,1,25,106,39,31,49,112,104,47,31
5742,Frzn Ss Premium Meals,4,397,603,741,21,148,10,86,318,100,113,113,311,305,133,129
5742,Frzn Ss Premium Meals,5,563,868,1436,62,266,26,166,637,209,208,220,598,596,266,253
5742,Frzn Ss Premium Meals,6,640,969,2198,133,391,48,249,988,328,320,350,923,952,395,358
